,output_area,All Premises,All Matched Premises,SFBB availability (% premises),UFBB (100Mbit/s) availability (% premises),UFBB availability (% premises),% of premises unable to receive 2Mbit/s,% of premises unable to receive 5Mbit/s,% of premises unable to receive 10Mbit/s,% of premises unable to receive 30Mbit/s,Gigabit availability (% premises),% of premises below the USO,% of premises able to receive decent broadband from FWA,Number of premises with SFBB availability,Number of premises with UFBB (100Mbit/s) availability,Number of premises with UFBB availability,Number of premises unable to receive 2Mbit/s,Number of premises unable to receive 5Mbit/s,Number of premises unable to receive 10Mbit/s,Number of premises unable to receive 30Mbit/s,Number of premises with Gigabit availability,Number of premises below the USO,Number of premises able to receive decent broadband from FWA,% of premises with 30<300Mbit/s download speed,% of premises with >=300Mbit/s download speed,% of premises with 0<2Mbit/s download speed,% of premises with 2<5Mbit/s download speed,% of premises with 5<10Mbit/s download speed,% of premises with 10<30Mbit/s download speed,Number of premises with 30<300Mbit/s download speed,Number of premises with >=300Mbit/s download speed,Number of premises with 0<2Mbit/s download speed,Number of premises with 2<5Mbit/s download speed,Number of premises with 5<10Mbit/s download speed,Number of premises with 10<30Mbit/s download speed,fast_bin_pct_prems,gig_bin_prems,gig_qbin_prems,uk_country,oa21cd,rgn22cd,rgn22nm,rgn22nmw,OA11CD,LSOA11CD,All Ages,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90+,11_or_under
6070,E00105040,116,116,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,116,116,116,0,0,0,0,116,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0,116,0,0,0,0,"(80.0, 100.0]","(102.0, 129.0]",Third quartile,England,E00105040,E12000001,North East,Gogledd-ddwyrain Lloegr,E00105040,E01020699,244,1,2,3,1,2,7,10,5,5,2,3,4,4,5,0,6,2,4,3,0,1,4,6,1,5,2,6,2,0,2,2,3,2,4,3,2,4,5,6,3,2,4,4,1,4,2,3,1,6,3,2,5,1,6,4,2,2,4,4,4,4,1,1,2,0,3,4,1,4,5,1,3,3,1,1,2,1,2,1,0,3,1,0,0,0,1,0,0,0,1,2,45
6071,E00105041,126,126,100.0,71.4,71.4,0.0,0.0,0.0,0.0,71.4,0.0,0.0,126,90,90,0,0,0,0,90,0,0,28.6,71.4,0.0,0.0,0.0,0.0,36,90,0,0,0,0,"(60.0, 80.0]","(37.0, 102.0]",Second quartile,England,E00105041,E12000001,North East,Gogledd-ddwyrain Lloegr,E00105041,E01020701,205,0,0,0,2,1,0,0,2,0,1,2,1,1,1,4,2,0,1,2,1,0,1,2,0,1,1,2,0,2,0,1,0,4,1,1,0,4,1,4,1,2,1,1,1,2,1,0,0,0,2,2,2,3,3,8,6,2,4,2,1,3,2,2,3,4,0,3,1,0,1,2,6,3,3,4,5,5,3,5,9,13,7,8,4,4,3,4,0,1,0,7,9
6072,E00105042,161,161,99.4,82.6,82.6,0.0,0.0,0.0,0.6,82.6,0.0,0.0,160,133,133,0,0,0,1,133,0,0,16.8,82.6,0.0,0.0,0.0,0.6,27,133,0,0,0,1,"(80.0, 100.0]","(129.0, 1633.0]",Fourth quartile,England,E00105042,E12000001,North East,Gogledd-ddwyrain Lloegr,E00105042,E01020698,370,2,4,5,5,4,3,6,7,10,6,5,6,4,4,4,4,2,3,2,3,6,4,5,1,2,8,1,3,6,6,2,3,7,3,0,5,0,3,7,1,4,5,2,4,7,5,6,1,5,4,7,3,2,9,5,7,4,6,3,7,7,6,5,6,5,5,5,7,5,10,4,0,2,4,6,1,3,5,3,4,1,4,0,2,1,4,0,2,0,1,4,63
6073,E00105043,140,140,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140,0,0,0,0,0,0,0,0,0,100.0,0.0,0.0,0.0,0.0,0.0,140,0,0,0,0,0,"(-0.1, 20.0]",,First quartile,England,E00105043,E12000001,North East,Gogledd-ddwyrain Lloegr,E00105043,E01020700,308,3,2,5,2,4,5,8,2,5,4,5,1,4,5,1,4,5,4,5,1,2,5,3,0,2,3,7,6,5,5,8,5,1,4,3,4,0,5,2,4,3,1,3,0,3,5,5,1,7,5,6,5,11,6,3,2,3,1,4,0,2,4,3,2,5,1,8,1,5,5,4,5,2,3,6,9,6,3,0,3,1,2,3,0,1,0,0,0,1,0,0,46
6074,E00105044,138,138,84.1,0.0,0.0,0.0,3.6,5.1,15.9,0.0,0.0,0.0,116,0,0,0,5,7,22,0,0,0,84.1,0.0,0.0,3.6,1.4,10.9,116,0,0,5,2,15,"(-0.1, 20.0]",,First quartile,England,E00105044,E12000001,North East,Gogledd-ddwyrain Lloegr,E00105044,E01020700,330,5,5,1,3,1,5,1,7,1,2,4,4,8,4,4,5,1,2,6,3,4,1,1,3,2,2,2,0,6,0,2,1,2,3,5,2,1,3,6,3,1,6,3,3,1,3,4,6,4,3,5,4,8,9,4,8,5,7,8,7,1,4,6,2,2,5,1,3,4,5,4,1,5,7,7,2,5,3,8,5,3,7,1,6,2,2,5,1,1,0,2,39
6075,E00105045,151,151,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151,0,0,0,0,0,0,0,0,0,100.0,0.0,0.0,0.0,0.0,0.0,151,0,0,0,0,0,"(-0.1, 20.0]",,First quartile,England,E00105045,E12000001,North East,Gogledd-ddwyrain Lloegr,E00105045,E01020700,293,5,2,3,6,3,3,6,6,5,5,1,7,3,2,6,6,1,1,6,2,3,2,2,2,0,1,5,6,3,5,9,1,3,2,1,2,7,1,6,8,8,1,5,1,2,1,2,2,6,4,5,10,0,5,3,1,6,2,2,2,3,2,3,4,4,3,8,6,4,3,8,7,3,2,2,1,2,1,5,1,1,0,1,1,1,0,0,0,1,0,0,52
6076,E00105046,124,124,99.2,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,123,0,0,0,0,0,1,0,0,0,99.2,0.0,0.0,0.0,0.0,0.8,123,0,0,0,0,1,"(-0.1, 20.0]",,First quartile,England,E00105046,E12000001,North East,Gogledd-ddwyrain Lloegr,E00105046,E01020700,243,1,1,2,1,2,2,0,2,2,5,0,3,4,3,5,3,1,3,4,1,2,2,4,3,3,0,2,1,3,0,5,2,2,4,2,2,0,0,3,2,0,1,1,1,3,3,4,0,6,2,5,7,4,4,3,6,4,10,2,1,4,7,2,4,4,3,3,4,0,5,6,1,6,6,3,7,3,4,2,3,0,1,3,3,1,0,1,0,0,1,2,21
6077,E00105047,128,128,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128,0,0,0,0,0,0,0,0,0,100.0,0.0,0.0,0.0,0.0,0.0,128,0,0,0,0,0,"(-0.1, 20.0]",,First quartile,England,E00105047,E12000001,North East,Gogledd-ddwyrain Lloegr,E00105047,E01020699,249,3,2,1,4,5,0,5,2,1,6,3,2,2,2,8,4,3,5,2,2,3,3,0,2,2,0,3,5,2,0,5,4,7,2,2,0,4,5,4,1,2,3,0,2,1,3,6,2,3,9,4,5,6,6,6,1,2,1,6,4,3,3,2,5,2,4,3,0,3,3,2,3,1,3,4,5,2,1,2,4,1,1,2,0,0,0,0,0,0,0,2,34
6078,E00105048,147,147,98.6,29.9,29.9,0.0,0.0,0.0,1.4,29.9,0.0,0.0,145,44,44,0,0,0,2,44,0,0,68.7,29.9,0.0,0.0,0.0,1.4,101,44,0,0,0,2,"(20.0, 40.0]","(37.0, 102.0]",Second quartile,England,E00105048,E12000001,North East,Gogledd-ddwyrain Lloegr,E00105048,E01020704,519,6,1,2,0,7,1,5,5,7,4,11,8,9,12,9,16,11,5,6,8,32,54,15,21,11,0,4,3,1,6,4,4,4,0,3,1,1,2,3,2,4,8,7,4,6,8,7,4,1,1,4,7,10,2,8,6,0,3,4,4,2,8,7,5,8,5,4,6,3,5,5,3,8,3,1,4,1,1,6,3,8,1,4,3,5,0,0,1,3,0,4,57
6079,E00105049,155,155,100.0,90.3,90.3,0.0,0.0,0.0,0.0,90.3,0.0,0.0,155,140,140,0,0,0,0,140,0,0,9.7,90.3,0.0,0.0,0.0,0.0,15,140,0,0,0,0,"(80.0, 100.0]","(129.0, 1633.0]",Fourth quartile,England,E00105049,E12000001,North East,Gogledd-ddwyrain Lloegr,E00105049,E01020702,438,1,1,0,2,1,0,4,1,7,1,4,8,4,4,5,3,6,5,3,1,36,35,16,14,8,5,6,5,3,5,2,2,5,3,4,1,1,3,2,3,6,5,8,6,6,8,4,6,2,3,6,8,6,7,7,4,6,5,6,4,1,5,6,5,2,6,5,7,3,6,3,6,5,2,4,9,4,5,4,5,1,2,0,3,1,1,0,0,0,0,4,30
6080,E00105050,164,164,100.0,80.5,80.5,0.0,0.0,0.0,0.0,80.5,0.0,0.0,164,132,132,0,0,0,0,132,0,0,19.5,80.5,0.0,0.0,0.0,0.0,32,132,0,0,0,0,"(80.0, 100.0]","(129.0, 1633.0]",Fourth quartile,England,E00105050,E12000001,North East,Gogledd-ddwyrain Lloegr,E00105050,E01020703,830,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,36,204,254,153,90,36,11,6,6,2,3,1,2,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,3,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
6081,E00105051,129,129,100.0,71.3,71.3,0.0,0.0,0.0,0.0,71.3,0.0,0.0,129,92,92,0,0,0,0,92,0,0,28.7,71.3,0.0,0.0,0.0,0.0,37,92,0,0,0,0,"(60.0, 80.0]","(37.0, 102.0]",Second quartile,England,E00105051,E12000001,North East,Gogledd-ddwyrain Lloegr,E00105051,E01020703,746,8,0,1,2,3,0,1,0,1,0,0,0,0,0,0,0,2,4,4,25,155,157,80,61,66,25,23,19,8,9,13,7,3,7,4,2,1,1,3,0,1,1,0,2,1,0,0,3,0,0,0,0,0,0,2,2,0,0,0,2,0,2,1,2,1,0,1,1,0,0,1,0,1,2,2,0,0,0,1,2,2,1,1,2,0,3,1,0,2,1,7,16
6082,E00105053,138,138,100.0,91.3,91.3,0.0,0.0,0.0,0.0,91.3,0.0,0.0,138,126,126,0,0,0,0,126,0,0,8.7,91.3,0.0,0.0,0.0,0.0,12,126,0,0,0,0,"(80.0, 100.0]","(102.0, 129.0]",Third quartile,England,E00105053,E12000001,North East,Gogledd-ddwyrain Lloegr,E00105053,E01020704,807,0,2,0,0,0,0,1,0,1,0,2,0,3,0,0,3,3,5,6,15,209,220,141,43,25,7,3,4,4,5,6,1,6,4,3,2,1,2,5,0,1,2,2,1,0,1,2,3,3,0,0,1,3,4,1,0,4,1,4,3,2,2,1,0,1,2,3,2,1,2,2,0,1,0,3,1,1,1,0,3,0,2,3,1,1,2,0,2,0,0,0,6
6083,E00105054,214,214,88.8,34.6,34.1,0.0,0.0,0.0,11.2,34.6,0.0,0.0,190,74,73,0,0,0,24,74,0,0,54.7,34.1,0.0,0.0,0.0,11.2,117,73,0,0,0,24,"(20.0, 40.0]","(37.0, 102.0]",Second quartile,England,E00105054,E12000001,North East,Gogledd-ddwyrain Lloegr,E00105054,E01020703,710,2,0,0,0,0,0,1,0,0,1,1,2,5,5,0,0,4,0,5,19,42,83,107,87,92,19,13,14,6,6,2,5,6,3,5,1,3,0,4,2,3,2,3,1,1,3,2,3,5,6,3,3,1,7,5,3,0,3,6,2,6,3,6,5,4,2,6,3,4,5,5,4,3,2,2,1,1,6,4,0,6,5,5,2,3,2,0,1,0,3,4,7
6084,E00105055,133,133,99.2,58.6,58.6,0.0,0.0,0.0,0.8,58.6,0.0,0.0,132,78,78,0,0,0,1,78,0,0,40.6,58.6,0.0,0.0,0.0,0.8,54,78,0,0,0,1,"(40.0, 60.0]","(37.0, 102.0]",Second quartile,England,E00105055,E12000001,North East,Gogledd-ddwyrain Lloegr,E00105055,E01020704,968,0,0,2,1,0,2,1,1,0,2,1,3,2,5,6,10,26,33,31,32,132,146,130,114,65,20,18,9,15,3,6,5,2,1,5,1,2,2,4,1,3,2,1,3,2,4,2,3,3,4,4,5,2,0,5,1,6,1,2,3,2,2,4,1,2,0,3,4,3,4,3,3,3,8,4,2,6,2,1,1,2,2,0,4,0,2,1,0,0,2,2,13
6085,E00105056,138,138,100.0,67.4,67.4,0.0,0.0,0.0,0.0,67.4,0.0,0.0,138,93,93,0,0,0,0,93,0,0,32.6,67.4,0.0,0.0,0.0,0.0,45,93,0,0,0,0,"(60.0, 80.0]","(37.0, 102.0]",Second quartile,England,E00105056,E12000001,North East,Gogledd-ddwyrain Lloegr,E00105056,E01020704,639,2,2,5,12,4,3,3,5,2,1,1,5,0,4,7,9,3,7,1,12,90,132,82,41,24,6,0,5,4,4,1,1,3,1,1,2,3,3,4,2,0,2,6,0,2,5,2,2,1,4,1,6,2,3,3,1,3,2,2,0,3,8,5,4,3,2,4,3,4,5,3,3,5,5,4,2,3,2,1,2,1,5,3,2,3,2,0,3,0,0,5,45
6086,E00105058,134,134,100.0,69.4,69.4,0.0,0.0,0.0,0.0,69.4,0.0,0.0,134,93,93,0,0,0,0,93,0,0,30.6,69.4,0.0,0.0,0.0,0.0,41,93,0,0,0,0,"(60.0, 80.0]","(37.0, 102.0]",Second quartile,England,E00105058,E12000001,North East,Gogledd-ddwyrain Lloegr,E00105058,E01020702,323,2,3,3,4,1,1,2,3,0,3,6,1,7,6,4,10,5,10,4,7,3,10,2,2,3,0,3,4,1,4,1,3,0,3,6,2,2,2,3,0,3,0,4,3,3,3,1,3,3,3,6,3,5,4,4,5,7,6,5,3,7,3,8,6,4,8,10,4,4,1,3,1,6,5,5,4,6,5,3,4,1,2,0,3,2,0,1,1,0,1,5,29
6087,E00105059,135,135,97.8,94.1,94.1,0.0,0.0,0.0,2.2,94.1,0.0,0.0,132,127,127,0,0,0,3,127,0,0,3.7,94.1,0.0,0.0,0.0,2.2,5,127,0,0,0,3,"(80.0, 100.0]","(102.0, 129.0]",Third quartile,England,E00105059,E12000001,North East,Gogledd-ddwyrain Lloegr,E00105059,E01020702,337,0,3,2,1,1,2,3,1,4,3,5,3,6,9,2,9,6,7,6,1,14,6,6,7,5,1,2,1,5,0,0,1,1,0,3,2,3,0,2,3,4,2,2,2,3,7,3,10,5,6,9,2,6,4,3,8,6,9,4,3,5,5,7,4,6,4,6,7,5,5,8,9,4,3,1,2,4,5,2,1,1,2,1,0,1,0,0,0,0,0,5,28
6088,E00105061,100,100,100.0,57.0,57.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,100,57,57,0,0,0,0,57,0,0,43.0,57.0,0.0,0.0,0.0,0.0,43,57,0,0,0,0,"(40.0, 60.0]","(37.0, 102.0]",Second quartile,England,E00105061,E12000001,North East,Gogledd-ddwyrain Lloegr,E00105061,E01020703,287,1,0,0,1,0,1,0,0,0,0,4,0,0,0,2,0,2,0,0,0,30,55,46,22,22,1,1,5,4,2,4,2,0,1,1,3,1,0,2,0,1,1,0,1,2,1,0,0,1,6,2,2,1,2,1,1,1,1,1,0,2,1,3,1,3,1,3,1,2,3,4,1,3,5,1,1,2,1,0,1,4,1,0,2,1,1,0,0,0,0,1,7
6089,E00105062,148,147,99.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147,0,0,0,0,0,0,0,0,0,99.3,0.0,0.0,0.0,0.0,0.0,147,0,0,0,0,0,"(-0.1, 20.0]",,First quartile,England,E00105062,E12000001,North East,Gogledd-ddwyrain Lloegr,E00105062,E01020706,298,1,3,3,0,0,7,2,7,10,5,7,3,3,1,3,2,3,1,2,1,3,2,2,1,3,5,3,6,1,7,6,4,4,3,4,4,6,6,5,3,5,3,2,2,3,2,0,2,1,1,6,7,6,7,3,4,6,5,2,4,5,6,4,6,0,6,2,4,5,1,5,3,3,4,0,2,1,4,3,5,1,1,3,1,2,0,3,0,0,2,3,48
6090,E00105063,158,158,98.1,0.0,0.0,1.3,1.3,1.3,1.9,0.0,0.0,0.0,155,0,0,2,2,2,3,0,0,0,98.1,0.0,1.3,0.0,0.0,0.6,155,0,2,0,0,1,"(-0.1, 20.0]",,First quartile,England,E00105063,E12000001,North East,Gogledd-ddwyrain Lloegr,E00105063,E01020706,357,2,4,2,4,5,6,7,3,7,3,8,2,2,6,3,2,2,2,4,1,2,3,2,1,1,2,4,5,5,1,3,3,7,11,4,9,4,4,7,2,8,6,5,2,3,3,3,1,2,4,7,9,4,7,6,3,7,7,6,6,8,9,6,9,6,10,5,2,4,3,3,1,2,2,5,2,5,6,1,2,1,2,2,3,1,1,0,1,0,0,1,53
6091,E00105064,128,128,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128,0,0,0,0,0,0,0,0,0,100.0,0.0,0.0,0.0,0.0,0.0,128,0,0,0,0,0,"(-0.1, 20.0]",,First quartile,England,E00105064,E12000001,North East,Gogledd-ddwyrain Lloegr,E00105064,E01020705,238,3,3,5,1,4,4,5,5,3,4,4,3,2,5,5,2,1,1,1,1,4,3,4,1,0,4,3,8,3,7,2,2,5,2,3,4,2,3,1,2,4,4,5,0,3,0,3,2,2,3,3,2,2,2,2,3,3,2,1,0,3,4,2,3,1,3,5,4,2,7,2,0,4,1,1,1,1,1,2,2,3,2,2,1,1,4,1,1,1,1,1,44
6092,E00105065,235,235,100.0,21.3,21.3,0.0,0.0,0.0,0.0,21.3,0.0,0.0,235,50,50,0,0,0,0,50,0,0,78.7,21.3,0.0,0.0,0.0,0.0,185,50,0,0,0,0,"(20.0, 40.0]","(37.0, 102.0]",Second quartile,England,E00105065,E12000001,North East,Gogledd-ddwyrain Lloegr,E00105065,E01020705,521,4,6,8,8,7,13,16,7,9,9,6,10,5,5,3,2,8,1,5,6,2,6,5,6,5,9,3,6,6,10,8,5,3,9,7,11,3,8,10,6,16,10,8,9,2,6,4,7,3,8,1,8,3,9,4,9,7,5,11,6,4,4,4,10,8,5,6,7,4,6,2,4,10,5,3,6,5,1,0,4,0,3,6,2,1,3,1,2,0,0,3,103
6093,E00105066,62,62,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62,0,0,0,0,0,0,0,0,0,100.0,0.0,0.0,0.0,0.0,0.0,62,0,0,0,0,0,"(-0.1, 20.0]",,First quartile,England,E00105066,E12000001,North East,Gogledd-ddwyrain Lloegr,E00105066,E01020705,129,2,2,0,2,2,4,2,4,2,2,3,1,3,3,0,4,2,1,2,0,1,3,4,1,0,0,3,2,3,3,3,1,2,5,1,3,0,4,1,1,4,1,2,0,0,0,1,2,1,2,3,3,1,1,0,2,1,1,2,2,2,1,2,2,1,1,0,1,1,0,0,2,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,26
6094,E00105067,88,88,44.3,0.0,0.0,0.0,1.1,1.1,55.7,0.0,1.1,0.0,39,0,0,0,1,1,49,0,1,0,44.3,0.0,0.0,1.1,0.0,54.5,39,0,0,1,0,48,"(-0.1, 20.0]",,First quartile,England,E00105067,E12000001,North East,Gogledd-ddwyrain Lloegr,E00105067,E01020706,146,0,0,0,0,4,0,2,1,1,0,1,2,2,0,2,2,0,0,1,0,1,0,1,1,0,2,0,0,2,3,1,0,0,1,1,1,0,1,1,3,1,0,3,2,0,2,1,3,3,5,1,2,2,6,2,0,4,3,3,4,5,1,4,5,4,1,6,2,4,2,2,5,1,2,3,1,4,1,1,1,3,0,0,1,0,2,0,1,0,0,0,11
6095,E00105068,167,167,100.0,37.7,37.7,0.0,0.0,0.0,0.0,37.7,0.0,0.0,167,63,63,0,0,0,0,63,0,0,62.3,37.7,0.0,0.0,0.0,0.0,104,63,0,0,0,0,"(20.0, 40.0]","(37.0, 102.0]",Second quartile,England,E00105068,E12000001,North East,Gogledd-ddwyrain Lloegr,E00105068,E01020706,185,0,1,1,2,1,1,2,4,0,4,0,3,2,0,2,0,1,0,1,1,1,0,3,0,0,0,1,0,1,4,1,2,2,4,0,1,1,6,2,2,4,2,1,1,1,1,3,2,3,4,4,2,2,5,1,5,3,2,5,2,4,2,2,10,5,5,3,5,3,2,3,6,4,3,1,1,0,2,1,2,1,3,2,0,2,0,0,0,0,2,1,19
6096,E00105069,144,144,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144,0,0,0,0,0,0,0,0,0,100.0,0.0,0.0,0.0,0.0,0.0,144,0,0,0,0,0,"(-0.1, 20.0]",,First quartile,England,E00105069,E12000001,North East,Gogledd-ddwyrain Lloegr,E00105069,E01020705,283,2,1,3,5,2,3,3,4,1,3,3,2,1,1,3,2,1,3,1,2,0,3,2,1,2,2,4,2,10,7,3,4,2,1,5,4,3,3,5,3,2,3,0,2,5,2,1,3,4,5,3,5,7,3,3,5,4,3,5,5,6,2,2,9,1,6,5,3,4,6,4,5,8,6,1,2,4,3,3,4,2,2,3,3,4,0,1,0,0,1,1,32
6097,E00105070,120,120,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120,0,0,0,0,0,0,0,0,0,100.0,0.0,0.0,0.0,0.0,0.0,120,0,0,0,0,0,"(-0.1, 20.0]",,First quartile,England,E00105070,E12000001,North East,Gogledd-ddwyrain Lloegr,E00105070,E01020705,234,5,4,3,6,2,2,3,3,2,0,3,1,2,3,1,3,1,2,3,3,3,3,9,3,2,3,4,3,2,7,3,5,3,4,4,5,2,2,2,4,2,2,1,5,2,3,3,4,4,3,3,2,3,4,5,2,4,6,6,6,3,6,1,3,0,2,2,0,3,1,2,3,2,0,0,0,0,1,3,0,1,0,1,1,0,2,0,1,0,0,1,34
6098,E00105071,168,168,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168,0,0,0,0,0,0,0,0,0,100.0,0.0,0.0,0.0,0.0,0.0,168,0,0,0,0,0,"(-0.1, 20.0]",,First quartile,England,E00105071,E12000001,North East,Gogledd-ddwyrain Lloegr,E00105071,E01020706,311,1,1,3,6,1,2,0,0,3,3,3,2,3,3,2,6,3,6,2,3,2,1,1,0,2,1,5,1,5,4,0,3,3,2,4,2,4,3,4,4,3,2,0,0,6,0,4,8,6,5,4,2,6,7,4,6,6,5,6,3,9,6,6,6,13,6,10,5,3,5,5,4,3,3,2,4,2,4,3,3,4,6,2,2,1,0,0,0,0,1,6,25
6099,E00105072,139,139,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139,0,0,0,0,0,0,0,0,0,100.0,0.0,0.0,0.0,0.0,0.0,139,0,0,0,0,0,"(-0.1, 20.0]",,First quartile,England,E00105072,E12000001,North East,Gogledd-ddwyrain Lloegr,E00105072,E01020706,257,3,1,2,2,1,1,0,1,0,0,0,2,0,0,1,3,1,2,2,0,2,1,1,0,1,3,2,1,1,3,1,3,1,2,2,1,1,0,2,2,1,2,0,0,2,4,3,1,2,3,3,6,2,4,4,7,5,5,6,6,3,3,4,7,5,8,6,3,7,7,5,8,6,8,4,5,2,10,1,4,1,4,4,3,4,2,5,2,2,1,5,13
6100,E00105073,138,138,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138,0,0,0,0,0,0,0,0,0,100.0,0.0,0.0,0.0,0.0,0.0,138,0,0,0,0,0,"(-0.1, 20.0]",,First quartile,England,E00105073,E12000001,North East,Gogledd-ddwyrain Lloegr,E00105073,E01020705,246,4,2,4,1,1,6,5,1,3,1,3,4,1,5,2,1,1,0,3,1,1,3,1,2,1,3,2,5,2,1,4,7,3,1,2,6,2,4,6,3,5,3,2,0,0,0,0,5,2,3,3,4,4,5,7,5,2,4,4,3,5,3,4,6,3,4,1,4,3,5,2,2,4,2,3,3,1,3,1,2,0,0,2,2,2,1,3,3,0,1,2,35
6101,E00105074,143,143,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143,0,0,0,0,0,0,0,0,0,100.0,0.0,0.0,0.0,0.0,0.0,143,0,0,0,0,0,"(-0.1, 20.0]",,First quartile,England,E00105074,E12000001,North East,Gogledd-ddwyrain Lloegr,E00105074,E01020706,214,1,2,2,3,2,1,5,1,1,1,1,3,3,3,0,5,1,0,0,0,1,1,1,2,0,3,1,3,4,4,3,3,6,3,3,2,3,3,5,3,4,0,2,1,3,4,3,2,2,3,2,3,3,3,5,5,4,7,7,4,1,0,5,1,3,6,1,2,3,4,0,3,2,6,3,1,3,0,3,3,0,2,1,2,1,0,1,0,0,0,1,23
6102,E00105075,132,132,100.0,74.2,74.2,0.0,0.0,0.0,0.0,74.2,0.0,0.0,132,98,98,0,0,0,0,98,0,0,25.8,74.2,0.0,0.0,0.0,0.0,34,98,0,0,0,0,"(60.0, 80.0]","(37.0, 102.0]",Second quartile,England,E00105075,E12000001,North East,Gogledd-ddwyrain Lloegr,E00105075,E01033221,148,2,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,2,1,2,1,1,1,0,0,0,1,2,1,0,1,1,1,1,0,0,1,0,1,0,0,1,1,0,1,3,1,2,1,2,2,1,4,1,6,3,2,2,5,2,5,2,3,10,3,5,5,1,1,2,5,3,2,3,0,1,2,2,6,3,1,0,4,2,2,2,2,7,5
6103,E00105077,197,197,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,197,197,197,0,0,0,0,197,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0,197,0,0,0,0,"(80.0, 100.0]","(129.0, 1633.0]",Fourth quartile,England,E00105077,E12000001,North East,Gogledd-ddwyrain Lloegr,E00105077,E01033197,635,0,7,4,7,1,2,0,1,1,1,3,3,3,2,0,0,0,3,7,34,73,133,78,69,27,14,8,5,4,3,7,5,5,3,5,3,4,4,2,4,5,2,0,4,2,1,3,5,5,4,3,3,0,0,1,3,2,3,1,4,2,4,8,3,2,3,2,4,2,4,1,0,1,2,1,0,0,0,0,0,1,2,1,1,0,0,0,1,3,0,1,30
6104,E00105078,157,157,99.4,51.6,51.6,0.0,0.0,0.0,0.6,51.6,0.0,0.0,156,81,81,0,0,0,1,81,0,0,47.8,51.6,0.0,0.0,0.0,0.6,75,81,0,0,0,1,"(40.0, 60.0]","(37.0, 102.0]",Second quartile,England,E00105078,E12000001,North East,Gogledd-ddwyrain Lloegr,E00105078,E01033197,654,0,0,0,1,2,0,0,0,1,0,0,1,0,2,2,0,4,0,0,33,66,146,74,78,28,21,6,13,15,13,7,4,3,1,1,10,3,0,0,0,1,3,2,0,0,2,1,0,0,2,1,5,0,2,1,3,1,1,0,2,3,0,3,5,3,4,1,3,3,1,0,2,2,2,1,3,1,1,7,2,2,0,3,3,4,6,4,5,2,5,11,5
6105,E00105079,235,235,99.1,35.3,35.3,0.9,0.9,0.9,0.9,35.3,0.0,0.0,233,83,83,2,2,2,2,83,0,0,63.8,35.3,0.9,0.0,0.0,0.0,150,83,2,0,0,0,"(20.0, 40.0]","(37.0, 102.0]",Second quartile,England,E00105079,E12000001,North East,Gogledd-ddwyrain Lloegr,E00105079,E01033221,225,0,0,4,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,4,15,28,23,14,9,8,8,8,5,3,9,2,3,3,2,2,1,1,1,0,2,0,3,1,2,2,0,2,1,2,1,0,3,1,0,2,5,1,1,1,2,2,1,2,0,1,4,0,0,2,2,4,2,0,2,1,2,0,1,1,1,0,1,1,1,0,2,0,0,0,3,5
