,output_area,All Premises,All Matched Premises,SFBB availability (% premises),UFBB (100Mbit/s) availability (% premises),UFBB availability (% premises),% of premises unable to receive 2Mbit/s,% of premises unable to receive 5Mbit/s,% of premises unable to receive 10Mbit/s,% of premises unable to receive 30Mbit/s,Gigabit availability (% premises),% of premises below the USO,% of premises able to receive decent broadband from FWA,Number of premises with SFBB availability,Number of premises with UFBB (100Mbit/s) availability,Number of premises with UFBB availability,Number of premises unable to receive 2Mbit/s,Number of premises unable to receive 5Mbit/s,Number of premises unable to receive 10Mbit/s,Number of premises unable to receive 30Mbit/s,Number of premises with Gigabit availability,Number of premises below the USO,Number of premises able to receive decent broadband from FWA,% of premises with 30<300Mbit/s download speed,% of premises with >=300Mbit/s download speed,% of premises with 0<2Mbit/s download speed,% of premises with 2<5Mbit/s download speed,% of premises with 5<10Mbit/s download speed,% of premises with 10<30Mbit/s download speed,Number of premises with 30<300Mbit/s download speed,Number of premises with >=300Mbit/s download speed,Number of premises with 0<2Mbit/s download speed,Number of premises with 2<5Mbit/s download speed,Number of premises with 5<10Mbit/s download speed,Number of premises with 10<30Mbit/s download speed,fast_bin_pct_prems,gig_bin_prems,gig_qbin_prems,uk_country,oa21cd,rgn22cd,rgn22nm,rgn22nmw,OA11CD,LSOA11CD,All Ages,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90+,11_or_under
1908,E00043390,125,125,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,125,125,125,0,0,0,0,125,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0,125,0,0,0,0,"(80.0, 100.0]","(102.0, 129.0]",Third quartile,England,E00043390,E12000001,North East,Gogledd-ddwyrain Lloegr,E00043390,E01008551,310,1,0,2,1,2,2,3,3,4,7,2,1,4,1,3,0,2,6,4,2,2,3,3,3,2,3,6,2,5,0,2,3,1,0,0,0,1,0,1,5,4,5,2,2,4,7,3,9,7,7,6,2,2,2,8,4,6,10,5,7,4,4,6,8,4,5,7,6,4,4,4,9,6,6,4,2,4,3,2,2,6,4,1,1,1,1,2,0,1,2,3,28
1909,E00043391,136,136,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,136,136,136,0,0,0,0,136,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0,136,0,0,0,0,"(80.0, 100.0]","(129.0, 1633.0]",Fourth quartile,England,E00043391,E12000001,North East,Gogledd-ddwyrain Lloegr,E00043391,E01008551,279,0,1,3,3,3,6,2,5,2,2,3,5,2,3,2,1,1,1,2,2,2,0,2,2,1,1,4,1,1,0,0,0,1,1,1,1,1,1,0,3,3,6,6,7,2,2,4,2,3,6,1,3,7,0,5,2,6,6,3,2,1,6,4,4,5,7,7,8,6,9,6,3,4,4,1,11,5,4,4,4,6,5,5,4,1,1,2,0,1,1,2,35
1910,E00043392,138,138,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,138,138,138,0,0,0,0,138,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0,138,0,0,0,0,"(80.0, 100.0]","(129.0, 1633.0]",Fourth quartile,England,E00043392,E12000001,North East,Gogledd-ddwyrain Lloegr,E00043392,E01008551,332,2,4,1,2,4,4,3,4,3,2,9,1,5,5,5,8,6,1,4,6,1,2,2,1,2,1,1,2,2,1,3,0,1,1,1,2,3,2,3,4,3,1,4,5,3,3,8,6,7,3,4,5,7,5,4,4,1,5,2,1,2,8,5,7,7,6,2,9,7,6,7,4,13,3,4,4,1,7,3,3,3,6,4,1,4,1,1,1,0,1,7,39
1911,E00043393,117,117,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,117,117,117,0,0,0,0,117,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0,117,0,0,0,0,"(80.0, 100.0]","(102.0, 129.0]",Third quartile,England,E00043393,E12000001,North East,Gogledd-ddwyrain Lloegr,E00043393,E01008551,259,3,1,1,8,0,2,6,3,0,3,3,2,2,2,2,2,0,7,1,2,1,0,2,0,1,1,0,2,0,1,1,3,1,0,1,2,1,5,1,0,2,2,5,3,1,0,2,5,1,1,4,5,3,1,3,1,4,1,7,1,4,3,6,5,2,4,3,7,8,1,5,4,8,11,7,9,8,4,2,2,3,5,6,2,3,2,1,3,0,0,6,32
1912,E00043394,123,123,100.0,91.9,91.9,0.0,0.0,0.0,0.0,91.9,0.0,0.0,123,113,113,0,0,0,0,113,0,0,8.1,91.9,0.0,0.0,0.0,0.0,10,113,0,0,0,0,"(80.0, 100.0]","(102.0, 129.0]",Third quartile,England,E00043394,E12000001,North East,Gogledd-ddwyrain Lloegr,E00043394,E01008551,272,3,1,2,3,3,2,3,5,1,0,3,5,2,5,0,7,6,2,8,3,4,0,3,2,2,1,0,1,1,2,1,0,5,1,2,0,1,2,2,1,1,4,2,1,3,3,4,4,4,3,1,3,5,4,4,6,0,6,4,5,4,3,1,5,1,4,5,4,5,2,3,4,5,3,1,7,5,0,6,4,8,5,1,4,3,2,4,1,2,3,5,31
1913,E00043395,145,145,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,145,145,145,0,0,0,0,145,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0,145,0,0,0,0,"(80.0, 100.0]","(129.0, 1633.0]",Fourth quartile,England,E00043395,E12000001,North East,Gogledd-ddwyrain Lloegr,E00043395,E01008549,328,2,4,1,5,6,5,4,3,5,4,0,1,2,5,5,10,6,1,1,2,0,2,1,0,5,2,2,3,2,2,1,3,2,1,3,3,1,1,6,4,4,0,4,6,4,6,6,4,6,4,8,6,4,5,6,4,1,3,7,5,6,4,4,3,3,3,5,4,5,3,6,2,7,3,10,5,6,1,2,2,4,3,3,4,3,5,3,0,6,2,2,40
1914,E00043396,123,123,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,123,123,123,0,0,0,0,123,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0,123,0,0,0,0,"(80.0, 100.0]","(102.0, 129.0]",Third quartile,England,E00043396,E12000001,North East,Gogledd-ddwyrain Lloegr,E00043396,E01008549,267,1,3,6,1,1,5,6,4,4,4,2,3,2,4,3,2,5,1,1,1,0,0,2,0,2,4,1,0,0,1,1,1,0,1,0,5,1,2,3,8,6,5,4,4,4,1,0,1,6,0,0,3,5,1,5,4,3,2,4,3,4,8,3,3,1,1,3,1,1,2,3,6,4,2,3,2,7,1,3,4,5,8,1,1,9,3,5,6,1,3,11,40
1915,E00043397,131,131,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,131,131,131,0,0,0,0,131,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0,131,0,0,0,0,"(80.0, 100.0]","(129.0, 1633.0]",Fourth quartile,England,E00043397,E12000001,North East,Gogledd-ddwyrain Lloegr,E00043397,E01008546,303,2,1,2,3,1,4,4,3,7,1,11,3,1,4,7,5,5,2,6,1,1,1,1,1,0,1,1,1,0,0,0,3,2,2,3,0,4,1,2,3,2,7,2,2,7,6,6,2,4,4,5,5,3,2,5,4,4,2,2,2,5,7,5,3,8,1,1,8,2,4,1,4,4,5,6,4,4,2,1,2,2,4,5,6,7,8,4,5,0,4,5,42
1916,E00043398,134,134,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,134,134,134,0,0,0,0,134,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0,134,0,0,0,0,"(80.0, 100.0]","(129.0, 1633.0]",Fourth quartile,England,E00043398,E12000001,North East,Gogledd-ddwyrain Lloegr,E00043398,E01008547,245,0,6,1,3,5,6,1,0,2,3,1,0,2,3,0,1,4,1,2,2,2,3,2,0,1,3,0,2,0,2,1,1,1,1,1,2,4,3,2,3,4,1,2,5,2,0,1,2,5,5,7,3,5,1,6,3,2,3,2,2,2,3,6,3,3,1,6,3,2,7,2,5,5,4,4,2,3,2,6,3,1,7,3,1,2,6,3,1,3,2,6,28
1917,E00043399,123,123,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,123,123,123,0,0,0,0,123,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0,123,0,0,0,0,"(80.0, 100.0]","(102.0, 129.0]",Third quartile,England,E00043399,E12000001,North East,Gogledd-ddwyrain Lloegr,E00043399,E01008546,357,3,3,4,2,5,5,5,5,8,8,7,9,11,6,7,5,8,6,6,2,1,0,4,2,5,1,0,2,1,1,0,3,2,4,4,5,1,4,1,8,6,5,8,3,6,8,8,10,4,9,6,5,4,3,10,6,6,5,3,7,3,5,5,3,4,2,2,3,0,1,0,2,5,0,2,2,2,5,1,1,2,2,5,2,1,2,5,1,1,1,1,64
1918,E00043400,128,128,100.0,97.7,97.7,0.0,0.0,0.0,0.0,97.7,0.0,0.0,128,125,125,0,0,0,0,125,0,0,2.3,97.7,0.0,0.0,0.0,0.0,3,125,0,0,0,0,"(80.0, 100.0]","(102.0, 129.0]",Third quartile,England,E00043400,E12000001,North East,Gogledd-ddwyrain Lloegr,E00043400,E01008547,297,3,2,1,0,1,2,4,2,4,8,8,3,6,6,8,4,3,0,1,5,5,4,3,1,2,2,2,0,1,0,1,1,0,1,1,3,1,2,1,1,8,5,5,7,6,0,1,2,2,5,11,1,6,5,2,10,2,5,2,3,0,3,2,4,2,4,1,1,1,5,4,8,8,10,6,4,5,1,4,1,1,12,3,2,3,1,3,0,2,1,4,38
1919,E00043401,120,120,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,120,120,120,0,0,0,0,120,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0,120,0,0,0,0,"(80.0, 100.0]","(102.0, 129.0]",Third quartile,England,E00043401,E12000001,North East,Gogledd-ddwyrain Lloegr,E00043401,E01008546,344,2,4,3,2,4,6,7,3,5,11,4,6,8,8,10,7,4,6,6,2,2,1,1,2,0,4,0,0,0,0,1,1,1,1,2,1,4,3,5,5,3,5,9,11,2,5,9,6,11,7,3,6,6,4,3,2,6,6,7,0,3,1,4,6,2,3,0,3,4,3,3,4,6,5,6,10,6,3,1,1,1,3,6,1,0,3,0,0,1,1,1,57
1920,E00043402,142,142,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,142,142,142,0,0,0,0,142,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0,142,0,0,0,0,"(80.0, 100.0]","(129.0, 1633.0]",Fourth quartile,England,E00043402,E12000001,North East,Gogledd-ddwyrain Lloegr,E00043402,E01008549,308,4,1,5,2,4,4,4,2,3,2,3,2,6,1,5,5,4,4,3,3,2,0,2,2,2,1,2,1,0,0,1,4,2,1,2,2,6,4,2,2,3,7,6,3,1,5,2,2,3,9,6,3,2,4,2,2,3,5,3,5,0,3,3,3,4,2,3,6,5,6,3,5,6,11,9,3,7,2,4,2,5,3,6,0,5,4,3,3,3,2,6,36
1921,E00043403,115,115,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,115,115,115,0,0,0,0,115,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0,115,0,0,0,0,"(80.0, 100.0]","(102.0, 129.0]",Third quartile,England,E00043403,E12000001,North East,Gogledd-ddwyrain Lloegr,E00043403,E01008546,304,0,3,3,5,5,8,2,6,3,5,6,5,4,2,4,5,1,4,2,1,1,0,0,2,1,4,1,2,1,1,1,0,3,3,2,3,3,6,3,4,3,7,5,4,7,5,4,1,4,6,4,2,6,3,3,4,7,5,2,9,1,6,5,6,2,1,4,4,5,4,3,6,5,7,1,4,7,5,0,2,1,3,3,3,3,0,1,0,0,1,5,51
1922,E00043404,127,127,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,127,127,127,0,0,0,0,127,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0,127,0,0,0,0,"(80.0, 100.0]","(102.0, 129.0]",Third quartile,England,E00043404,E12000001,North East,Gogledd-ddwyrain Lloegr,E00043404,E01008548,300,1,2,2,1,1,4,2,1,1,3,2,4,3,2,1,1,3,1,4,4,2,2,0,3,1,1,3,1,1,1,0,1,2,3,2,1,2,1,2,2,2,5,4,1,2,3,3,6,3,1,6,4,3,3,6,2,12,2,8,2,5,4,7,5,3,6,11,8,2,6,10,9,11,9,7,5,6,5,4,2,0,5,4,2,1,2,4,1,2,2,0,24
1923,E00043405,89,89,100.0,89.9,89.9,0.0,0.0,0.0,0.0,89.9,0.0,0.0,89,80,80,0,0,0,0,80,0,0,10.1,89.9,0.0,0.0,0.0,0.0,9,80,0,0,0,0,"(80.0, 100.0]","(37.0, 102.0]",Second quartile,England,E00043405,E12000001,North East,Gogledd-ddwyrain Lloegr,E00043405,E01008547,201,1,2,0,2,2,1,4,0,3,0,2,1,4,3,0,1,3,3,2,0,1,0,2,1,0,1,1,1,1,1,0,2,0,2,0,1,1,1,2,2,2,0,2,1,4,2,1,0,2,0,0,3,3,1,3,2,6,2,2,2,2,4,5,1,1,3,5,5,3,2,4,12,3,4,7,2,6,3,4,2,4,4,5,1,2,2,1,1,5,1,5,18
1924,E00043406,126,126,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,126,126,126,0,0,0,0,126,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0,126,0,0,0,0,"(80.0, 100.0]","(102.0, 129.0]",Third quartile,England,E00043406,E12000001,North East,Gogledd-ddwyrain Lloegr,E00043406,E01008546,329,2,5,5,6,4,4,3,5,5,3,7,6,5,2,1,3,1,3,2,2,1,3,4,4,1,2,1,3,1,1,5,4,4,5,6,2,1,3,6,7,6,2,5,8,3,5,4,3,4,5,4,6,6,4,3,9,8,9,3,3,4,5,4,2,1,4,3,3,3,3,5,10,3,3,10,4,0,1,2,0,4,3,1,2,1,2,1,1,1,1,4,55
1925,E00043407,126,126,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,126,126,126,0,0,0,0,126,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0,126,0,0,0,0,"(80.0, 100.0]","(102.0, 129.0]",Third quartile,England,E00043407,E12000001,North East,Gogledd-ddwyrain Lloegr,E00043407,E01008547,326,0,2,0,1,1,1,2,8,3,3,5,3,5,4,3,6,6,7,4,4,1,3,3,4,7,1,0,2,0,0,1,1,3,0,0,1,1,1,1,4,3,1,3,6,2,7,2,4,11,1,13,9,10,5,10,2,5,5,4,4,1,3,3,5,5,2,4,4,5,4,8,5,7,3,8,7,6,3,4,1,3,6,7,2,0,4,0,2,0,0,5,29
1926,E00043408,136,136,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,136,136,136,0,0,0,0,136,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0,136,0,0,0,0,"(80.0, 100.0]","(129.0, 1633.0]",Fourth quartile,England,E00043408,E12000001,North East,Gogledd-ddwyrain Lloegr,E00043408,E01008549,276,2,1,0,1,0,1,2,5,6,3,3,5,3,3,5,2,5,3,3,2,1,3,2,1,0,2,2,1,2,1,2,1,2,3,1,1,0,1,5,3,5,1,5,1,2,3,5,3,6,5,2,9,2,2,3,5,8,3,9,6,2,3,5,3,5,4,4,6,8,5,2,5,7,7,4,6,2,4,4,1,0,4,0,3,2,2,0,1,0,2,1,29
1927,E00043409,126,126,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,126,126,126,0,0,0,0,126,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0,126,0,0,0,0,"(80.0, 100.0]","(102.0, 129.0]",Third quartile,England,E00043409,E12000001,North East,Gogledd-ddwyrain Lloegr,E00043409,E01008550,332,3,1,5,4,4,7,4,3,2,5,5,1,9,4,8,5,6,7,3,2,1,3,2,1,0,0,0,4,1,0,2,2,6,2,2,7,4,3,4,2,6,4,5,3,3,6,2,4,9,10,11,11,2,5,1,4,3,7,4,7,8,6,9,4,4,7,3,4,4,4,4,4,2,6,4,1,3,2,3,2,0,1,1,1,1,1,0,1,0,0,1,44
1928,E00043410,143,143,98.6,93.7,93.7,0.0,0.0,0.0,1.4,93.7,0.0,0.0,141,134,134,0,0,0,2,134,0,0,4.9,93.7,0.0,0.0,0.0,1.4,7,134,0,0,0,2,"(80.0, 100.0]","(129.0, 1633.0]",Fourth quartile,England,E00043410,E12000001,North East,Gogledd-ddwyrain Lloegr,E00043410,E01008550,465,4,5,4,8,5,8,11,3,7,4,6,15,13,4,8,2,5,3,6,2,2,3,2,2,0,2,1,3,4,2,4,6,5,4,3,3,6,7,4,12,4,11,4,10,8,11,6,7,4,1,4,6,5,3,6,11,4,4,5,4,6,5,7,8,7,8,6,9,2,4,5,7,4,7,5,2,3,3,1,0,2,2,3,3,3,5,5,4,4,1,18,80
1929,E00043411,148,148,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,148,148,148,0,0,0,0,148,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0,148,0,0,0,0,"(80.0, 100.0]","(129.0, 1633.0]",Fourth quartile,England,E00043411,E12000001,North East,Gogledd-ddwyrain Lloegr,E00043411,E01008555,331,5,3,5,3,5,3,4,6,4,3,2,1,5,2,9,8,9,9,5,2,3,2,2,2,5,1,2,2,4,0,4,2,2,3,3,5,1,6,6,8,6,14,5,5,3,0,2,1,3,2,7,7,1,4,3,7,7,3,8,7,3,3,4,3,1,1,0,9,5,7,3,3,4,3,2,1,2,2,2,4,4,2,4,2,0,2,0,0,0,1,3,44
1930,E00043412,210,210,100.0,92.4,92.4,0.0,0.0,0.0,0.0,92.4,0.0,0.0,210,194,194,0,0,0,0,194,0,0,7.6,92.4,0.0,0.0,0.0,0.0,16,194,0,0,0,0,"(80.0, 100.0]","(129.0, 1633.0]",Fourth quartile,England,E00043412,E12000001,North East,Gogledd-ddwyrain Lloegr,E00043412,E01008556,513,8,5,3,5,3,5,6,4,12,7,12,13,8,4,3,6,9,6,9,10,2,8,1,3,6,0,0,0,3,3,5,6,5,6,8,2,5,7,13,6,5,7,8,6,7,11,7,5,10,13,6,8,6,7,7,12,6,8,2,6,8,4,6,5,5,10,5,9,4,4,4,7,8,6,8,7,2,4,2,3,1,0,3,3,9,1,5,2,0,1,3,83
1931,E00043413,139,139,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139,0,0,0,0,0,0,0,0,0,100.0,0.0,0.0,0.0,0.0,0.0,139,0,0,0,0,0,"(-0.1, 20.0]",,First quartile,England,E00043413,E12000001,North East,Gogledd-ddwyrain Lloegr,E00043413,E01008557,370,2,2,2,5,6,3,3,5,3,5,4,6,5,4,4,3,7,4,4,5,0,1,5,2,5,6,2,4,4,2,2,6,3,0,4,5,3,6,2,2,5,2,2,9,7,3,5,5,6,7,3,5,3,5,4,10,8,15,6,9,11,5,10,4,10,4,8,7,1,6,1,6,6,3,0,2,3,2,7,4,0,0,0,2,1,0,0,0,0,0,2,46
1932,E00043414,124,124,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,124,124,124,0,0,0,0,124,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0,124,0,0,0,0,"(80.0, 100.0]","(102.0, 129.0]",Third quartile,England,E00043414,E12000001,North East,Gogledd-ddwyrain Lloegr,E00043414,E01008556,285,2,2,2,4,2,3,2,6,4,3,1,5,2,3,6,1,3,5,2,2,3,4,3,4,5,2,4,3,1,3,2,2,3,1,4,3,7,6,2,4,1,2,3,5,1,3,5,5,4,5,8,0,4,2,5,4,3,4,3,4,2,8,2,3,5,3,1,2,1,1,4,9,6,6,1,3,0,1,2,1,3,3,3,0,7,1,2,2,2,1,3,36
1933,E00043415,85,85,100.0,98.8,98.8,0.0,0.0,0.0,0.0,98.8,0.0,0.0,85,84,84,0,0,0,0,84,0,0,1.2,98.8,0.0,0.0,0.0,0.0,1,84,0,0,0,0,"(80.0, 100.0]","(37.0, 102.0]",Second quartile,England,E00043415,E12000001,North East,Gogledd-ddwyrain Lloegr,E00043415,E01008552,158,0,2,0,1,1,0,0,0,0,0,0,1,0,0,2,0,2,0,0,0,0,2,1,0,0,1,1,1,0,2,3,0,1,0,0,1,0,2,0,5,1,1,0,0,4,2,1,0,0,1,2,1,2,3,4,1,5,9,4,2,3,0,4,5,4,1,1,1,8,2,10,7,10,6,1,3,4,4,0,3,1,0,0,2,0,0,1,0,1,1,3,5
1934,E00043416,169,169,100.0,99.4,99.4,0.0,0.0,0.0,0.0,99.4,0.0,0.0,169,168,168,0,0,0,0,168,0,0,0.6,99.4,0.0,0.0,0.0,0.0,1,168,0,0,0,0,"(80.0, 100.0]","(129.0, 1633.0]",Fourth quartile,England,E00043416,E12000001,North East,Gogledd-ddwyrain Lloegr,E00043416,E01008556,428,5,4,8,4,3,4,4,6,1,3,5,5,3,5,7,2,7,4,3,1,6,3,5,2,2,4,3,1,7,4,1,6,4,8,9,6,11,7,7,5,5,10,3,6,6,5,6,9,5,8,7,1,4,4,4,5,5,4,1,4,9,3,2,2,3,5,4,5,4,2,0,4,7,3,4,4,6,1,3,4,11,9,1,6,2,3,2,2,5,4,21,52
1935,E00043417,126,126,100.0,100.0,99.2,0.0,0.0,0.0,0.0,99.2,0.0,0.0,126,126,125,0,0,0,0,125,0,0,0.8,99.2,0.0,0.0,0.0,0.0,1,125,0,0,0,0,"(80.0, 100.0]","(102.0, 129.0]",Third quartile,England,E00043417,E12000001,North East,Gogledd-ddwyrain Lloegr,E00043417,E01008556,288,2,1,1,3,5,2,3,0,7,6,3,1,7,2,1,4,5,1,1,3,2,3,5,3,3,3,3,4,1,2,4,5,1,1,4,3,8,2,2,5,3,2,6,1,2,4,4,2,2,3,5,1,6,6,5,7,3,5,4,7,3,7,6,5,3,2,1,3,3,5,3,1,0,3,1,3,2,2,2,4,6,4,3,1,1,2,2,0,1,0,9,34
1936,E00043418,192,192,100.0,99.0,99.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,192,190,190,0,0,0,0,190,0,0,1.0,99.0,0.0,0.0,0.0,0.0,2,190,0,0,0,0,"(80.0, 100.0]","(129.0, 1633.0]",Fourth quartile,England,E00043418,E12000001,North East,Gogledd-ddwyrain Lloegr,E00043418,E01008552,351,4,3,4,3,4,3,4,1,2,4,4,7,4,2,1,2,0,2,4,2,6,0,8,6,4,2,5,6,7,10,5,4,5,2,6,5,4,0,4,5,2,1,3,5,4,6,4,5,5,10,6,11,5,8,8,5,3,3,2,4,11,7,6,6,5,9,2,2,5,2,1,2,3,3,4,1,3,3,1,2,3,1,1,1,3,2,1,1,0,1,5,43
1937,E00043419,136,136,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,136,136,136,0,0,0,0,136,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0,136,0,0,0,0,"(80.0, 100.0]","(129.0, 1633.0]",Fourth quartile,England,E00043419,E12000001,North East,Gogledd-ddwyrain Lloegr,E00043419,E01008557,322,3,2,4,2,2,2,0,1,2,2,4,0,1,2,3,6,2,2,5,2,2,4,1,0,2,4,1,2,1,0,5,2,1,7,4,3,4,3,4,2,2,2,0,1,2,2,2,4,11,6,8,0,4,5,2,11,1,6,8,4,6,1,6,8,5,1,5,4,8,0,6,4,7,8,4,3,6,4,6,6,2,2,7,0,3,13,5,9,0,0,3,24
1938,E00043421,121,121,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121,0,0,0,0,0,0,0,0,0,100.0,0.0,0.0,0.0,0.0,0.0,121,0,0,0,0,0,"(-0.1, 20.0]",,First quartile,England,E00043421,E12000001,North East,Gogledd-ddwyrain Lloegr,E00043421,E01008557,334,2,0,1,4,4,4,4,2,4,4,1,5,2,4,5,7,2,4,6,1,2,3,7,5,2,4,2,2,3,3,4,3,4,4,3,2,2,1,4,9,5,3,4,3,3,2,2,0,4,10,7,6,5,14,4,10,13,10,9,10,8,5,5,9,4,5,5,9,3,0,3,3,2,3,1,6,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,35
1939,E00043422,123,123,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,123,123,123,0,0,0,0,123,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0,123,0,0,0,0,"(80.0, 100.0]","(102.0, 129.0]",Third quartile,England,E00043422,E12000001,North East,Gogledd-ddwyrain Lloegr,E00043422,E01008557,324,0,7,2,5,1,1,0,2,3,3,3,3,2,3,5,3,5,4,6,2,2,2,5,4,3,4,1,5,4,4,5,2,3,1,0,4,2,3,4,8,1,6,1,3,0,3,4,3,8,6,8,5,2,1,5,4,4,6,8,6,1,7,4,7,3,4,1,3,3,3,1,3,3,5,2,4,3,1,6,5,7,8,4,4,2,2,8,0,2,1,7,30
1940,E00043423,107,107,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,107,107,107,0,0,0,0,107,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0,107,0,0,0,0,"(80.0, 100.0]","(102.0, 129.0]",Third quartile,England,E00043423,E12000001,North East,Gogledd-ddwyrain Lloegr,E00043423,E01008557,310,0,6,1,6,5,1,1,3,1,2,5,4,4,3,1,5,2,4,3,5,3,4,5,3,4,0,2,0,4,2,3,2,4,0,2,3,2,3,3,3,0,10,5,2,1,1,1,1,3,5,5,3,10,3,5,9,8,6,2,4,5,2,7,5,10,4,10,5,3,6,7,2,4,2,3,2,7,4,3,1,4,1,2,1,2,3,2,2,0,2,1,35
1941,E00043424,129,129,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,129,129,129,0,0,0,0,129,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0,129,0,0,0,0,"(80.0, 100.0]","(102.0, 129.0]",Third quartile,England,E00043424,E12000001,North East,Gogledd-ddwyrain Lloegr,E00043424,E01008553,333,1,4,4,2,2,3,4,4,9,2,4,4,5,4,2,5,8,4,3,1,4,1,1,6,3,1,3,1,1,1,3,8,6,4,4,3,3,5,1,5,1,3,3,5,6,5,6,9,7,6,11,11,2,7,2,8,5,3,1,2,2,6,4,7,3,2,5,4,2,1,4,7,2,6,2,4,2,2,4,0,3,1,1,1,1,0,1,1,3,2,8,43
1942,E00043425,128,128,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,128,128,128,0,0,0,0,128,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0,128,0,0,0,0,"(80.0, 100.0]","(102.0, 129.0]",Third quartile,England,E00043425,E12000001,North East,Gogledd-ddwyrain Lloegr,E00043425,E01008554,324,1,2,2,2,4,1,1,1,1,3,7,3,6,3,7,5,3,5,7,5,1,2,4,0,3,4,1,2,1,1,3,1,3,2,2,1,3,1,4,6,5,6,3,1,2,3,2,2,10,2,8,8,2,5,10,8,5,12,8,8,5,6,5,1,1,5,6,5,5,8,7,1,4,2,2,6,2,2,2,0,8,3,2,1,0,3,1,1,0,0,6,28
